主订单编号,支付单号,标题,购买数量,商品属性,订单状态,买家实际支付金额,订单创建时间,订单付款时间
"=""3065234870920732663""","=""2022120222001165361404146203""",【赠品专用】surebase烁贝思焕彩保湿粉底液正装30ml N1色号,2,,交易成功,0.0,2022-12-02 11:22:38,2022-12-02 11:22:43
"=""1754554908789826369""","=""2022120122001170041443499544""",SUREBASE烁贝思韩国焕彩保湿水光气垫正装(含2个粉扑/无替换装),1,颜色分类：N1 SINCERE SARA;净含量：13ml,交易成功,204.0,2022-12-01 23:26:29,2022-12-01 23:26:41
"=""1754554908789826369""","=""2022120122001170041443499544""",【赠品专用】SERUMKIND纯棉化妆包袋,1,,交易成功,0.0,2022-12-01 23:26:29,2022-12-01 23:26:41
"=""1754554908789826369""","=""2022120122001170041443499544""",【赠品专用】SERUMKIND精华液小样1ml*3,2,,交易成功,0.0,2022-12-01 23:26:29,2022-12-01 23:26:41
"=""1754554908789826369""","=""2022120122001170041443499544""",【赠品专用】surebase烁贝思焕彩保湿粉底液正装30ml C1色号,2,,交易成功,0.0,2022-12-01 23:26:29,2022-12-01 23:26:41
"=""1754554908789826369""","=""2022120122001170041443499544""",【赠品专用】surebase烁贝思轻透丝滑粉底液正装30ml C1色号,1,,交易成功,0.0,2022-12-01 23:26:29,2022-12-01 23:26:41
"=""1754554908789826369""","=""2022120122001170041443499544""",【赠品专用】surebase烁贝思焕彩保湿粉底液正装30ml N1色号,2,,交易成功,0.0,2022-12-01 23:26:29,2022-12-01 23:26:41
"=""1755124429805828370""","=""2022120122001172551454983915""",SERUMKIND韩国改善肌肤暗沉提亮肤色抗衰老青春焕彩精华液30ml,1,,交易成功,214.0,2022-12-01 23:15:51,2022-12-01 23:15:58
"=""1755124429805828370""","=""2022120122001172551454983915""",【赠品专用】SERUMKIND纯棉化妆包袋,1,,交易成功,0.0,2022-12-01 23:15:51,2022-12-01 23:15:58
"=""1755124429805828370""","=""2022120122001172551454983915""",【赠品专用】SERUMKIND精华液小样1ml*3,2,,交易成功,0.0,2022-12-01 23:15:51,2022-12-01 23:15:58
"=""1755124429805828370""","=""2022120122001172551454983915""",【赠品专用】surebase烁贝思焕彩保湿粉底液正装30ml C1色号,2,,交易成功,0.0,2022-12-01 23:15:51,2022-12-01 23:15:58
"=""1755124429805828370""","=""2022120122001172551454983915""",【赠品专用】surebase烁贝思轻透丝滑粉底液正装30ml C1色号,1,,交易成功,0.0,2022-12-01 23:15:51,2022-12-01 23:15:58
"=""1755124429805828370""","=""2022120122001172551454983915""",【赠品专用】surebase烁贝思焕彩保湿粉底液正装30ml N1色号,2,,交易成功,0.0,2022-12-01 23:15:51,2022-12-01 23:15:58
"=""3064007521955583918""","=""2022120122001128451429122933""",SERUMKIND韩国水润滋养全方位修护肌肤壁垒黑郁金香精华液30ml,2,,交易关闭,491.96,2022-12-01 19:46:15,2022-12-01 19:46:22
"=""3064007521955583918""","=""2022120122001128451429122933""",SERUMKIND韩国锁水滋润补水保湿冰岛地衣精华液30ml,1,,交易关闭,228.34,2022-12-01 19:46:15,2022-12-01 19:46:22
"=""3064007521955583918""","=""2022120122001128451429122933""",【赠品专用】SERUMKIND精华液小样1ml*3,2,,交易关闭,0.0,2022-12-01 19:46:15,2022-12-01 19:46:22
"=""3064007521955583918""","=""2022120122001128451429122933""",【赠品专用】surebase烁贝思焕彩保湿粉底液正装30ml C1色号,2,,交易关闭,0.0,2022-12-01 19:46:15,2022-12-01 19:46:22
"=""3064007521955583918""","=""2022120122001128451429122933""",【赠品专用】surebase烁贝思轻透丝滑粉底液正装30ml C0色号,3,,交易关闭,0.0,2022-12-01 19:46:15,2022-12-01 19:46:22
"=""3064007521955583918""","=""2022120122001128451429122933""",【赠品专用】surebase烁贝思焕彩保湿粉底液正装30ml N1色号,2,,交易关闭,0.0,2022-12-01 19:46:15,2022-12-01 19:46:22
"=""3064007521955583918""","=""2022120122001128451429122933""",【赠品专用】SUREBASE 烁贝思 丝柔浴袍,1,,交易关闭,0.0,2022-12-01 19:46:15,2022-12-01 19:46:22
"=""3062725777803352255""","=""2022120122001185591436695171""",SERUMKIND韩国水润滋养全方位修护肌肤壁垒黑郁金香精华液30ml,1,,交易成功,241.32,2022-12-01 10:11:20,2022-12-01 10:11:23
"=""3062725777803352255""","=""2022120122001185591436695171""",SERUMKIND韩国保湿滋润修护手部肌肤屏障黑郁金香护手精华50ml,1,净含量：50ml,交易成功,128.88,2022-12-01 10:11:20,2022-12-01 10:11:23
"=""3062725777803352255""","=""2022120122001185591436695171""",【赠品专用】SERUMKIND精华液小样1ml*3,2,,交易成功,0.0,2022-12-01 10:11:20,2022-12-01 10:11:23
"=""3062725777803352255""","=""2022120122001185591436695171""",【赠品专用】surebase烁贝思焕彩保湿粉底液正装30ml C1色号,2,,交易成功,0.0,2022-12-01 10:11:20,2022-12-01 10:11:23
"=""3062725777803352255""","=""2022120122001185591436695171""",【赠品专用】surebase烁贝思轻透丝滑粉底液正装30ml C0色号,3,,交易成功,0.0,2022-12-01 10:11:20,2022-12-01 10:11:23
"=""3062725777803352255""","=""2022120122001185591436695171""",【赠品专用】surebase烁贝思焕彩保湿粉底液正装30ml N1色号,2,,交易成功,0.0,2022-12-01 10:11:20,2022-12-01 10:11:23
"=""3062725777803352255""","=""2022120122001185591436695171""",【赠品专用】SUREBASE 烁贝思 丝柔浴袍,1,,交易成功,0.0,2022-12-01 10:11:20,2022-12-01 10:11:23
